'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'Notes to the Financial Statements (continued)","'99.92271423"
"'1","'LINE","'1.","'99.24688721"
"'1","'LINE","'Statement of Significant Accounting Policies (continued)","'99.92115784"
"'1","'LINE","'(r) Payables","'99.89731598"
"'1","'LINE","'(u) Derivative Financial Instruments","'99.69303894"
"'1","'LINE","'Liabilities for trade creditors and other amounts are","'99.93802643"
"'1","'LINE","'carried at cost which is the fair value of the","'99.90187836"
"'1","'LINE","'The consolidated entity enters into forward exchange","'99.92816925"
"'1","'LINE","'consideration to be paid in future for goods and","'99.81288910"
"'1","'LINE","'contracts where it agrees to buy specified amounts of","'99.86388397"
"'1","'LINE","'services received, whether or not billed to the","'96.19113159"
"'1","'LINE","'foreign currencies in the future at a predetermined","'99.85858917"
"'1","'LINE","'consolidated entity.","'99.58251953"
"'1","'LINE","'exchange rate. The objective is to match the contract","'99.84320068"
"'1","'LINE","'with anticipated future cash flows from purchases in","'99.87537384"
"'1","'LINE","'Payables to related parties are carried at the principal","'99.93517303"
"'1","'LINE","'foreign currencies, to protect the consolidated entity","'99.08841705"
"'1","'LINE","'amount","'67.96854401"
"'1","'LINE","'against the possibility of loss from future exchange","'99.87916565"
"'1","'LINE","'rate fluctuations.","'90.31044006"
"'1","'LINE","'(s) Foreign Currency Transactions","'99.81550598"
"'1","'LINE","'Foreign exchange contracts are recognised at the","'99.93915558"
"'1","'LINE","'Foreign currency items are translated to Australian","'99.92568207"
"'1","'LINE","'date that the contract is entered into. Except for","'97.99256897"
"'1","'LINE","'currency on the following bases:","'99.70647430"
"'1","'LINE","'specific hedges, all resulting exchange differences on","'94.85453033"
"'1","'LINE","'settlement or restatement are recognised as revenues","'99.91526031"
"'1","'LINE","'Transactions are converted at exchange rates in","'99.89148712"
"'1","'LINE","'or expenses in the Statement of Financial","'99.89839172"
"'1","'LINE","'effect at the date of each transaction:","'94.73859406"
"'1","'LINE","'Performance in the current year.","'99.89480591"
"'1","'LINE","'Amounts payable and receivable are translated at","'99.93477631"
"'1","'LINE","'the average of the buy and sell rates available on","'99.89832306"
"'1","'LINE","'(v) Contributed Equity","'99.75936127"
"'1","'LINE","'the close of business at balance date: and","'99.58441162"
"'1","'LINE","'The financial statements of all foreign operations","'99.87792206"
"'1","'LINE","'Ordinary share capital bears no special terms or","'99.86711121"
"'1","'LINE","'are translated using the current rate method as","'99.92772675"
"'1","'LINE","'conditions affecting income or capital entitlements of","'99.77910614"
"'1","'LINE","'they are considered self-sustaining.","'91.70438385"
"'1","'LINE","'the shareholders. Issued and paid up capital is","'96.59912872"
"'1","'LINE","'recognised at the fair value of the consideration","'99.90093231"
"'1","'LINE","'Exchange differences relating to monetary items are","'99.91039276"
"'1","'LINE","'received by the company.","'99.14462280"
"'1","'LINE","'included in the Statement of Financial Performance,","'94.25118256"
"'1","'LINE","'as exchange gains and losses in the period when","'99.88979340"
"'1","'LINE","'Any transaction costs arising on the issue of ordinary","'99.90516663"
"'1","'LINE","'exchange rates change. except where the difference","'96.44337463"
"'1","'LINE","'shares are recognised directly in equity as a reduction","'99.93171692"
"'1","'LINE","'relates to hedging part of the net investment in a self-","'99.75922394"
"'1","'LINE","'in share proceeds received","'96.94624329"
"'1","'LINE","'sustaining foreign operation, in which case the","'99.10977936"
"'1","'LINE","'differences are transferred to the foreign currency","'99.90076447"
"'1","'LINE","'(w) Borrowing Costs","'99.90294647"
"'1","'LINE","'translation reserve on consolidation","'91.34712219"
"'1","'LINE","'Borrowing costs are expensed as incurred","'94.33956146"
"'1","'LINE","'(t) Interest-Bearing Liabilities","'99.54809570"
"'1","'LINE","'(x) Earnings Per Share","'99.41126251"
"'1","'LINE","'Bills payable are recognised when issued at the","'99.94113922"
"'1","'LINE","'amount of the net proceeds received, with the","'95.74170685"
"'1","'LINE","'Basic EPS is calculated as net profit attributable to","'99.90919495"
"'1","'LINE","'discount on issue amortised over the period to","'99.89000702"
"'1","'LINE","'members, adjusted to exclude costs of servicing","'96.15805054"
"'1","'LINE","'maturity. Interest is recognised as an expense on an","'98.72007751"
