'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'5508","'19.58054733"
"'1","'LINE","'8S","'81.18235016"
"'1","'LINE","'KIBODJ Shilleva globs MD Henly","'22.99938965"
"'1","'LINE","'9215 you","'57.72455978"
"'1","'LINE","'a aste D264 IDG 120 (Ellen) 51102110","'34.19044113"
"'1","'LINE","'/ Dillegy 1610 15/02/2015 to IELION DIDED 110101915110","'27.20265388"
"'1","'LINE","'WILD bsa I","'46.41379166"
"'1","'LINE","'(WINN) Holders 10/10/2019 102 BLOOD","'35.39688492"
"'1","'LINE","'was ORG 6002 $210) 1st","'32.62021255"
"'1","'LINE","'INDIHE","'20.39736938"
"'1","'LINE","''Ishaelse) $2110 (2/JJ)) Hay san","'27.11119080"
"'1","'LINE","'1510 1205 sajing NONE 'S/10 10292 9215","'37.88193893"
"'1","'LINE","'10/09/2010 12/10/07 wisho 25) 1st to I","'39.90929794"
"'1","'LINE","'GDD sofe 1245 Date 54101 Dials","'21.91622162"
"'1","'LINE","'1020 USD 120) SNOW will DIVE 2010","'37.85429764"
"'1","'LINE","'10) St I LSAN WITH HEW","'43.60601044"
"'1","'LINE","'PH TH 'I OPG DIG Ny DID 4.0 is","'36.85710907"
"'1","'LINE","'DID sed and 24/19 ($10)/00 a laten","'36.04177856"
"'1","'LINE","'10/12 locked Deleter I Hello GLO)D","'33.81565475"
"'1","'LINE","'(20)6 USD and a","'44.77713013"
"'1","'LINE","'02/91/2020 10/2/19","'20.82363319"
"'1","'LINE","'5/10/02 DID 192151901 54010","'28.68979263"
"'1","'LINE","'1021 - 'WINN 'ISdN D26","'43.50429153"
"'1","'LINE","'after Eajoy IDG USD acjdin 54210 4.krk afters 100 No.","'34.10425186"
"'1","'LINE","'N/ER) d'ELLI USD 20110 Ellets)","'35.03332901"
"'1","'LINE","''ID'D ablove asin 02/01/20 -","'29.57643890"
"'1","'LINE","'a 102213 DIEDID","'50.66896057"
"'1","'LINE","'54110 loten ablect","'32.05503464"
"'1","'LINE","'N/G was USD 1663 talead 2) Wall","'40.97377396"
"'1","'LINE","'SG-ISJN D2112 USD MEMBER ARNER","'33.99582291"
"'1","'LINE","'100% I it's alig D10910 12/15 5/9/6/1210) Sh) 1096","'26.83200836"
"'1","'LINE","'a","'97.20771027"
"'1","'LINE","'NEW 10/10/1900 ORG 152/10","'45.05808258"
"'1","'LINE","'10% to 162570 1661 BEDID Eajoj","'25.86277390"
"'1","'LINE","'SHEELE SJOID 2) (22/5) saw (2)10) sough","'27.95579529"
"'1","'LINE","'no (WITHS","'22.28037453"
"'1","'LINE","'DATE SG) Book Eajoy 10/06/18 YOLK","'26.76116753"
"'1","'LINE","'1621296 USD Lola Hay GO- OG IDG","'26.10666466"
"'1","'LINE","'AJERDJ DIDNE with >5 I you Blood","'35.06694031"
"'1","'LINE","'0°C 'o's Bloggajie 2015 to acolate Stiells","'29.63019371"
"'1","'LINE","'for DIDED 5)dew SUBID) 10 BJOSLO 102110 lother","'32.48777771"
"'1","'LINE","'of wite SHOPED","'31.05090332"
"'1","'LINE","'54210 12/12/16 you OND 14 DIG Med) 10/3/20","'37.49929810"
"'1","'LINE","'MARE 21/10/20 >2 Eajoy ROUSED","'39.43017578"
