'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'GLOBAL BUSINESS SMALL BUSINESS","'99.90652466"
"'1","'LINE","'grown up witnessing the triumphs of","'99.85932159"
"'1","'LINE","''The same drive to find","'99.86325836"
"'1","'LINE","'preneurs flout is the one between labor and","'99.81922150"
"'1","'LINE","'young high-tech hotshots. And the resur-","'99.77681732"
"'1","'LINE","'people who are","'99.93318176"
"'1","'LINE","'love. After a sick cat and a $5,000 veterinary","'99.73193359"
"'1","'LINE","'gence of venture capital after the dotcom","'99.81410217"
"'1","'LINE","'bust has seen a corresponding surge of","'99.90556335"
"'1","'LINE","'complementary also","'99.71609497"
"'1","'LINE","'bill gave Chris and Natasha Ashton, 34 and","'99.69892120"
"'1","'LINE","'32, the idea for their pet-insurance com-","'99.78365326"
"'1","'LINE","'interest in co-preneurism, says Lawrence","'99.20130920"
"'1","'LINE","'operates in business.""","'93.23801422"
"'1","'LINE","'pany, Fetch Inc., the English couple, now","'99.84473419"
"'1","'LINE","'Gelburd, who teaches entrepreneurship at","'99.00489807"
"'1","'LINE","'-HELEN FISHER, ANTHROPOLOGIST,","'96.64002991"
"'1","'LINE","'Philadelphians, have talked nonstop about","'99.59132385"
"'1","'LINE","'Wharton. ""It's sexier and hotter,"" he says,","'98.93733215"
"'1","'LINE","'RUTGERS UNIVERSITY","'99.60101318"
"'1","'LINE","'it, boring their friends to stupefaction. Four","'99.65016174"
"'1","'LINE","'""to run a business together now.""","'99.46270752"
"'1","'LINE","'years later they are selling their policies to","'99.88090515"
"'1","'LINE","'Family-friendly lifestyles and a sense of","'99.82102203"
"'1","'LINE","'pet owners and corporate benefit plans. And","'99.52168274"
"'1","'LINE","'mission fuel the aspirations of many of","'99.92396545"
"'1","'LINE","'fair wages, the business divided naturally","'99.95867157"
"'1","'LINE","'still yapping like Yorkshire terriers. ""We","'99.54861450"
"'1","'LINE","'these couples. Yanik Silver, 33, of Potomac,","'99.56037140"
"'1","'LINE","'into equal responsibilities, with realms as-","'99.52110291"
"'1","'LINE","'know we should have boundaries,"" she says,","'99.77293396"
"'1","'LINE","'Maryland, started SurefireMarketing.com","'97.49948120"
"'1","'LINE","'signed according to temperament and abil-","'98.95351410"
"'1","'LINE","'""but we don't. It's business morning till","'99.28865051"
"'1","'LINE","'a publishing company, in 2000, and his then","'99.54006958"
"'1","'LINE","'ity. Ms. Garson handles the look of the","'99.87963867"
"'1","'LINE","'night, but it's SO exciting, we don't think of","'96.64795685"
"'1","'LINE","'fiancé Melissa, 35, soon joined him. ""I was","'98.10526276"
"'1","'LINE","'product, advertising and communications;","'99.38063812"
"'1","'LINE","'it as work.""","'99.82349396"
"'1","'LINE","'wildly in love, and I wanted her with me,""","'99.69758606"
"'1","'LINE","'Mr. Garson oversees legal and fair-trade is-","'99.66820526"
"'1","'LINE","'Still, that much can sometimes be too","'99.87542725"
"'1","'LINE","'he says. When their son Zak was born, they","'99.83253479"
"'1","'LINE","'sues and manufacturing.","'98.98231506"
"'1","'LINE","'much, says Maja Drolec, 28, a Babson Col-","'99.56993103"
"'1","'LINE","'shared child care. The ""Internet lifestyle""","'99.49957275"
"'1","'LINE","'Complementary skills and roles are key,","'99.78507233"
