'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'Theoretical Priors On Modified Growth Parametrisations","'99.14858246"
"'1","'LINE","''Yong-Seon Song, Lukas Hollenstein, Gabriela Caldera-Cabral and 'Kazuya Koyama","'81.56181335"
"'1","'LINE","'Institute of Cosmology & Gravitation Dennis Sciama Building,","'83.77430725"
"'1","'LINE","'University of Portsmouth Portsmouth PO1 3FX, United Kingdom","'91.88512421"
"'1","'LINE","'Département de Physique Théorique, Université de Genève,","'82.20515442"
"'1","'LINE","'24 Quai Ernest Ansermet, 1211 Genève 4. Switzerland","'94.06526947"
"'1","'LINE","'(Dated: October 30, 2018)","'99.01223755"
"'1","'LINE","'Next generation surveys will observe the large-scale structure of the Universe with unprecedented","'99.87418365"
"'1","'LINE","'accuracy. This will enable us to test the relationships between matter over-densities, the curvature","'97.26980591"
"'1","'LINE","'perturbation and the Newtonian potential Any large-distance modification of gravity or exotic","'96.49033356"
"'1","'LINE","'nature of dark energy modifies these relationships as compared to those predicted in the standard","'99.88261414"
"'1","'LINE","'smooth dark energy model based on General Relativity. In linear theory of structure growth such","'97.91675568"
"'1","'LINE","'modifications are often parameterised by virtue of two functions of space and time that enter the","'99.84039307"
"'1","'LINE","'relation of the curvature perturbation to, first, the matter over- density, and second, the Newtonian","'97.04461670"
"'1","'LINE","'potential. We investigate the predictions for these functions in Brans-Dicke theory, clustering dark","'97.90001678"
"'1","'LINE","'energy models and interacting dark energy models. We find that each theory has a distinct path in","'98.81242371"
"'1","'LINE","'the parameter space of modified growth. Understanding these theoretical priors on the parameter-","'97.33165741"
"'1","'LINE","'isations of modified growth is essential to reveal the nature of cosmic acceleration with the help of","'99.64792633"
"'1","'LINE","'upcoming observations of structure formation","'96.50670624"
"'1","'LINE","'PACS numbers: draft","'98.79596710"
"'1","'LINE","'I. INTRODUCTION","'96.94725037"
"'1","'LINE","'neither phenomenologically nor theoretically. Gravity","'97.56710815"
"'1","'LINE","'on cosmological scales can be modified to accelerate the","'99.86779022"
"'1","'LINE","'cosmic expansion without dark energy. The degeneracy","'97.84415436"
"'1","'LINE","'Our understanding of the laws of physics we gained on","'99.86825562"
"'1","'LINE","'between GR and modified gravity (MG) models in the","'99.48824310"
"'1","'LINE","'Earth has already been challenged by cosmological obser-","'99.73197174"
"'1","'LINE","'background expansion history is broken by the growth","'99.94331360"
"'1","'LINE","'vations of the formation of galaxies and the accelerated","'99.72486115"
"'1","'LINE","'history of structure formation Any departure from the","'97.94183350"
"'1","'LINE","'expansion of the Universe In order to establish a","'99.89620209"
