'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'(4) The undertaker must make reasonable attempts to agree a resolution to any concerns raised","'99.86045074"
"'1","'LINE","'by ScottishPower Renewables in accordance with sub-paragraph (2) prior to commencing the","'99.88999939"
"'1","'LINE","'relevant part of the authorised development.","'99.40242767"
"'1","'LINE","'Chiverton Junction","'99.60069275"
"'1","'LINE","'23.-(1) At least 28 days prior to the commencement of Work No. 3 the undertaker must","'99.32157135"
"'1","'LINE","'provide to ScottishPower Renewables copies of detailed design information for that work","'99.61023712"
"'1","'LINE","'demonstrating that the safe manoeuvre of the Design Vehicle can be accommodated travelling","'99.87347412"
"'1","'LINE","'from the east and turning through the same junction to travel back east.","'99.37798309"
"'1","'LINE","'(2) If by the expiry of 28 days beginning with the date on which a plan or document under sub-","'99.84442902"
"'1","'LINE","'paragraph (1) is submitted to it ScottishPower Renewables has not advised the undertaker in","'99.61125183"
"'1","'LINE","'writing of any reasonable requirements for the alteration of the detailed design of that work in","'99.95803833"
"'1","'LINE","'order to accommodate the safe manoeuvre of the Design Vehicle through the junction as described","'99.91631317"
"'1","'LINE","'in sub-paragraph (1), it shall be deemed not to have any such requirements.","'99.38867950"
"'1","'LINE","'(3) Work No. 3 must be constructed in accordance with the detailed design information referred","'99.83746338"
"'1","'LINE","'to in sub-paragraph (1) and any reasonable requirements specified by ScottishPower Renewables","'99.84008026"
"'1","'LINE","'in accordance with sub-paragraph (2) that are necessary to ensure the safe manoeuvre of the","'99.48005676"
"'1","'LINE","'Design Vehicle through the junction as described in sub-paragraph (1).","'99.79956818"
"'1","'LINE","'Chybucca Junction","'99.62118530"
"'1","'LINE","'24.-(1) At least 28 days prior to the commencement of Work No. 4 the undertaker must","'99.18058014"
"'1","'LINE","'provide to ScottishPower Renewables copies of detailed design information and the detailed","'99.64569855"
"'1","'LINE","'construction methodology for that work demonstrating-","'96.31069183"
"'1","'LINE","'(a) that the safe manoeuvre of the Design Vehicle can be accommodated from the A30","'99.55164337"
"'1","'LINE","'eastbound through the Chybucca Junction to the existing A30:","'97.38171387"
"'1","'LINE","'(b) that appropriate over-run areas will be provided: and","'96.07723999"
"'1","'LINE","'(c) how access will be maintained to the Wind Farm throughout construction","'98.57170105"
"'1","'LINE","'(2) If by the expiry of 28 days beginning with the date on which a plan or document under sub-","'99.91689301"
"'1","'LINE","'paragraph (1) is submitted to it ScottishPower Renewables has not advised the undertaker in","'99.83087158"
"'1","'LINE","'writing of any reasonable requirements for the alteration of the detailed design of that work or the","'99.96003723"
"'1","'LINE","'detailed construction methodology for that work in order to accommodate the safe manoeuvre of","'99.45140076"
"'1","'LINE","'the Design Vehicle through the junction, ensure that appropriate over-run areas are provided or to","'98.46080780"
"'1","'LINE","'maintain access to the Wind Farm during construction, as described in sub-paragraph (1), it shall","'98.04973602"
"'1","'LINE","'be deemed not to have any such requirements.","'97.34618378"
"'1","'LINE","'(3) Work No. 4 must be constructed in accordance with the detailed design information and the","'99.90196991"
"'1","'LINE","'detailed construction methodology referred to in sub-paragraph (1) and any reasonable","'99.92987061"
"'1","'LINE","'requirements specified by ScottishPower Renewables in accordance with sub-paragraph (2) that","'99.75450897"
"'1","'LINE","'are necessary to accommodate the safe manoeuvre of the Design Vehicle through the junction, to","'99.67671967"
"'1","'LINE","'ensure that appropriate over-run areas are provided or to maintain access to the Wind Farm during","'99.88581085"
"'1","'LINE","'construction, as described in sub-paragraph (1).","'97.50872040"
"'1","'LINE","'Carland Cross Junction","'99.80737305"
"'1","'LINE","'25.-(1) At least 28 days prior to the commencement of Work No. 5 the undertaker must","'98.97072601"
"'1","'LINE","'provide to ScottishPower Renewables copies of detailed design information for that work","'99.80217743"
"'1","'LINE","'demonstrating-","'99.18376160"
"'1","'LINE","'(a) that the safe manoeuvre of the Design Vehicle can be accommodated from the re-aligned","'99.25389862"
"'1","'LINE","'existing A30 eastbound into the Wind Farm:","'98.80129242"
"'1","'LINE","'(b) that appropriate over-run areas will be provided which will have a minimum 0.5m buffer","'99.79344940"
"'1","'LINE","'either side of the theoretical design vehicle swept path;","'97.70680237"
"'1","'LINE","'(c) in respect of Work No. 5(g)-","'98.86798859"
"'1","'LINE","'128","'99.87445831"
