'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'identifies speech turns, and an analyzer of nonver-","'99.90322876"
"'1","'LINE","'8. J-M. Van Thong et al., ""SpeechBot: A Speech Recog-","'98.74481964"
"'1","'LINE","'bal cues based on video analysis to rapidly review","'99.82961273"
"'1","'LINE","'nition-Based Audio Indexing System for the Web,""","'99.49721527"
"'1","'LINE","'records of human interaction.","'99.80227661"
"'1","'LINE","'Proc. 6th RIAO Conf. (Content-Based Multimedia","'99.31394958"
"'1","'LINE","'Information Access), Center for the Advanced Study","'99.85748291"
"'1","'LINE","'of Information Systems, Paris, 2000, pp. 106-115.","'99.35889435"
"'1","'LINE","'M","'99.54783630"
"'1","'LINE","'ultimedia data introduces several challenges","'99.70458984"
"'1","'LINE","'9. B. Logan and A. Salomon, ""A Music Similarity Func-","'98.96118927"
"'1","'LINE","'to knowledge management systems, includ-","'99.76826477"
"'1","'LINE","'tion Based on Signal Analysis,"" Proc. IEEE Int'l","'99.58983612"
"'1","'LINE","'ing the uncertainties associated with media","'99.39984131"
"'1","'LINE","'Conf. Multimedia and Expo, IEEE Press, Piscataway,","'99.29579163"
"'1","'LINE","'analyzers and the need for good scalability and","'99.84835815"
"'1","'LINE","'N.J., 2001, pp. 952-955.","'98.84369659"
"'1","'LINE","'effective user interfaces. Architectures capable of","'99.77405548"
"'1","'LINE","'10. J. Ashley and M. Flickner et al., ""The Query by","'99.61717987"
"'1","'LINE","'handling system complexity will also play a crucial","'99.80095673"
"'1","'LINE","'Image Content (QBIC) System,"" Proc. ACM Sigmod","'99.49988556"
"'1","'LINE","'role in deploying multimedia-based KM solutions.","'99.60187531"
"'1","'LINE","'Conf., ACM Press, New York, 1995, p. 475.","'99.60463715"
"'1","'LINE","'Nonetheless, the prospects for fully exploiting","'99.83493805"
"'1","'LINE","'11. E.W. Brown et al., ""Towards Speech as a Knowledge","'98.33021545"
"'1","'LINE","'multimedia content are promising. The experience","'99.72181702"
"'1","'LINE","'Resource,"" IBM Systems J., vol. 40, no. 4, 2001, pp.","'98.71439362"
"'1","'LINE","'gained in developing multimedia retrieval systems","'99.62779999"
"'1","'LINE","'985-1001.","'99.41899872"
"'1","'LINE","'such as SpeechBot shows that even with current lim-","'99.83425903"
"'1","'LINE","'12. A. Waibel al., ""Meeting Browser: Tracking and Sum-","'98.18395996"
"'1","'LINE","'itations in speech recognition technology, analyzers","'99.48713684"
"'1","'LINE","'marizing Meetings,"" Proc. DARPA Broadcast News","'99.69181061"
"'1","'LINE","'can achieve good performance when searching mul-","'99.72733307"
"'1","'LINE","'Transcription and Understanding Workshop, Morgan","'99.53971100"
"'1","'LINE","'timedia sources. Given current trends in audio and","'99.86060333"
"'1","'LINE","'Kaufmann, Lansdowne, Va., 1998, pp. 281-286.","'98.71672821"
"'1","'LINE","'video analysis, multimedia storage and distribution","'99.67897797"
"'1","'LINE","'over the Internet, developments in XML represen-","'99.75424194"
"'1","'LINE","'Pedro J. Moreno is a senior member of the techni-","'99.23140717"
"'1","'LINE","'tations, and integration with knowledge portals, we","'99.52581787"
