'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'lations of banded iron formation","'99.81458282"
"'1","'LINE","'number PRC-157 intersected 3","'99.60023499"
"'1","'LINE","'The geology of the CAR remains","'99.84944916"
"'1","'LINE","'(""BIF""), and which is sandwiched","'98.71481323"
"'1","'LINE","'metres at 5.3 g/t Au. Both holes","'98.86013031"
"'1","'LINE","'largely unstudied since the 1950's","'99.88783264"
"'1","'LINE","'between two major BIF units that","'99.90406799"
"'1","'LINE","'were stopped in mineralization for","'97.14030457"
"'1","'LINE","'and with the exception of","'99.93633270"
"'1","'LINE","'form prominent ridges. Free gold","'97.96112823"
"'1","'LINE","'technical reasons at 57 metres","'99.72081757"
"'1","'LINE","'AXMIN's activities there has been","'99.78945160"
"'1","'LINE","'in saprolite is spatially associated","'99.71769714"
"'1","'LINE","'and 89 metres respectively.","'99.68700409"
"'1","'LINE","'no systematic exploration carried","'99.93373871"
"'1","'LINE","'with a zone of tourmaline-quartz","'98.56877136"
"'1","'LINE","'out in the modern era. AXMIN has","'99.73234558"
"'1","'LINE","'veining and gold is often located","'99.86194611"
"'1","'LINE","'French Camp Zone","'99.85243225"
"'1","'LINE","'recently identified a fourth","'99.91543579"
"'1","'LINE","'close to BIF-schist contacts within","'99.75508118"
"'1","'LINE","'Archean greenstone belt in the","'99.67429352"
"'1","'LINE","'the main tuff package.","'97.97945404"
"'1","'LINE","'RC drilling at the French Camp","'99.87649536"
"'1","'LINE","'southeast of the country in an","'99.93156433"
"'1","'LINE","'has confirmed gold in oxides over","'99.87126923"
"'1","'LINE","'The Main Zone is open to the","'99.93537903"
"'1","'LINE","'area of historic Colonial gold pro-","'99.83350372"
"'1","'LINE","'a minimum 480 metre strike","'99.89842987"
"'1","'LINE","'southeast, northwest and at depth","'99.43380737"
"'1","'LINE","'duction. It is interesting to note","'98.95727539"
"'1","'LINE","'length along a NW trending BIF-","'95.96694946"
"'1","'LINE","'with good evidence that gold","'99.94399261"
"'1","'LINE","'that French Colonial geologists","'99.89102173"
"'1","'LINE","'chlorite schist contact with grades","'99.77372742"
"'1","'LINE","'mineralization extends beneath","'97.80817413"
"'1","'LINE","'and thickness of intersections","'99.87277985"
"'1","'LINE","'mapped this newly recognized","'99.88986969"
"'1","'LINE","'the 50 metre oxide layer in to the","'99.89840698"
"'1","'LINE","'comparable with the Main Zone.","'98.12400818"
"'1","'LINE","'belt as a Proterozoic terrane and","'98.54513550"
"'1","'LINE","'sulphide zone. Several deeper RC","'99.23887634"
"'1","'LINE","'Recent geological mapping of the","'99.88106537"
"'1","'LINE","'AXMIN believes that other, as yet","'99.31344604"
"'1","'LINE","'holes intersected fresh chlorite-","'97.73072815"
"'1","'LINE","'5 km long French Camp Trend sug-","'99.61510468"
"'1","'LINE","'unrecognized, Archean greenstone","'97.64264679"
"'1","'LINE","'sericite schist, which contained","'98.00195313"
"'1","'LINE","'gests that gold mineralization is","'98.68836975"
"'1","'LINE","'belts exist in this under-explored","'99.88553619"
"'1","'LINE","'abundant pyrite, minor arsenopy-","'95.70551300"
"'1","'LINE","'associated with BIF-schist contact","'99.42527771"
"'1","'LINE","'country, which has a land surface","'99.77560425"
"'1","'LINE","'rite and pyrrhotite and free gold.","'99.05197906"
"'1","'LINE","'zones along the trend although","'99.90480804"
"'1","'LINE","'area two thirds that of Tanzania.","'94.50559998"
"'1","'LINE","'Hole number PRC-109 intersected","'99.75069427"
"'1","'LINE","'tourmaline float is widespread but","'99.84114075"
"'1","'LINE","'1 metre at 33.4 g/t Au and hole","'99.68372345"
"'1","'LINE","'confined to areas underlain by","'99.89488983"
"'1","'LINE","'chlorite schist with minor BIF.","'94.60069275"
"'1","'LINE","'4","'98.75238037"
